animeID,title,alternative_title,type,year,score,episodes,mal_url,sequel,image_url,genres,genres_detailed
5222,Yu☆Gi☆Oh! The Dark Side of Dimensions,,MOVIE,2016,7.53,1,https://myanimelist.net/anime/28771,False,https://cdn.myanimelist.net/images/anime/12/77614.jpg,['Adventure'],"['action', 'adventure', 'based on a manga', 'card battle', 'card battles', 'card games', 'coming of age', 'contemporary fantasy', 'cyberpunk', 'demon', 'dissociative identities', 'drama', 'duels', 'epic fantasy', 'fantasy', 'friendship', 'game', 'gaming – card games', 'ganbatte', 'genius', 'ghost', 'japanese production', 'male protagonist', 'manga', 'monsters', 'present', 'primarily male cast', 'proxy battle', 'proxy battles', 'reincarnation', 'sci-fi', 'science fiction', 'shounen', 'speculative fiction', 'sports', 'strategy game', 'supernatural', 'tournament', 'urban fantasy']"
5223,The Reincarnation of the Strongest Exorcist in Another World,Saikyou Onmyouji no Isekai Tenseiki,TV,2023,7.45,13,https://myanimelist.net/anime/50932,False,https://cdn.myanimelist.net/images/anime/1547/125900.jpg,"['Action', 'Adventure', 'Fantasy']","['action', 'adoption', 'adventure', 'age regression', 'air combat', 'almighty hero', 'alternative world', 'anti-hero', 'based on a light novel', 'boarding school', 'calling your attacks', 'cgi', 'chinese mythology', 'collateral damage', 'comedy', 'competition', 'crunchyroll co-production', 'curse', 'demon', 'demons', 'dungeon', 'exorcism', 'exorcists', 'family life', 'fantasy', 'female harem', 'fighting', 'friendship', 'gore', 'harem', 'hero of strong character', 'high school', 'isekai', 'japanese production', 'jealousy', 'magic', 'magic circles', 'maids', 'male protagonist', 'master-servant relationship', 'mutilation', 'mythology', 'nearly almighty protagonist', 'parenting', 'person in a strange world', 'reincarnation', 'romance', 'school', 'school life', 'sibling yin yang', 'speculative fiction', 'summoning', 'supernatural', 'swordplay', 'swords & co', 'tournament', 'training', 'tropes', 'tsundere', 'undead', 'violence', 'youkai']"
5224,We Without Wings OVA,Oretachi ni Tsubasa wa Nai: Hadairo Ritsu Kyuuwari Zou!?,OVA,2011,6.36,1,https://myanimelist.net/anime/10547,False,https://cdn.myanimelist.net/images/anime/3/64495.jpg,"['Drama', 'Fantasy', 'Romance', 'Ecchi']","['asia', 'based on a visual novel', 'based on an eroge', 'boobs in your face', 'comedy', 'drama', 'earth', 'ecchi', 'erotic game', 'fantasy', 'female harem', 'gainax bounce', 'game', 'harem', 'hot springs visit', 'japan', 'japanese production', 'lingerie', 'nonsense-comedy', 'nudity', 'pantsu', 'place', 'present', 'romance', 'skirt flipping', 'stereotypes', 'time', 'visual novel']"
5225,Fate/Kaleid Liner Prisma Illya 2Wei! Shorts,Fate/kaleid liner Prisma☆Illya 2wei! Specials,SPECIAL,2014,6.91,5,https://myanimelist.net/anime/25011,True,https://cdn.myanimelist.net/images/anime/11/64197.jpg,"['Comedy', 'Ecchi']","['based on a manga', 'comedy', 'contemporary fantasy', 'cute girls doing cute things', 'ecchi', 'fantasy', 'female protagonist', 'isekai', 'kuudere', 'magic', 'magical girl', 'mahou shoujo', 'moe', 'present', 'primarily female cast', 'sequel', 'short episodes', 'slapstick', 'slice of life', 'tanned skin', 'urban fantasy']"
5226,Anime de Training! Ex,Anitore! EX,TV,2015,5.34,12,https://myanimelist.net/anime/31519,False,https://cdn.myanimelist.net/images/anime/3/77048.jpg,['Sports'],"['cgi', 'chibi', 'chuunibyou', 'comedy', 'cute girls doing cute things', 'ecchi', 'educational', 'ensemble cast', 'fitness', 'gainax bounce', 'idols', 'japanese production', 'meta', 'new', 'original work', 'pantsu', 'pov', 'predominantly female cast', 'primarily female cast', 'short episodes', 'skimpy clothing', 'slice of life', 'sports', 'super deformed', 'training', 'tropes', 'visible aura']"
5227,Fate/kaleid liner Prisma Illya 2Wei!: Magical Girl in Hot Springs Inn,Fate/kaleid liner Prisma☆Illya 2wei!: Mahou Shoujo in Onsen Ryokou,OVA,2015,7,1,https://myanimelist.net/anime/26057,False,https://cdn.myanimelist.net/images/anime/1889/126452.jpg,"['Comedy', 'Fantasy', 'Ecchi']","['action', 'asia', 'based on a manga', 'comedy', 'contemporary fantasy', 'cute girls doing cute things', 'earth', 'ecchi', 'facial distortion', 'fantasy', 'female protagonist', 'french kiss', 'isekai', 'japan', 'japanese production', 'kuudere', 'magic', 'magical girl', 'mahou shoujo', 'manga', 'moe', 'nudity', 'place', 'predominantly female cast', 'present', 'primarily child cast', 'primarily female cast', 'romance', 'seinen', 'shoujo ai', 'shounen', 'slapstick', 'speculative fiction', 'sports', 'table tennis', 'tanned skin', 'time', 'urban fantasy']"
5228,Henkei Shojo,Henkei Shoujo,ONA,2017,5.64,5,https://myanimelist.net/anime/35286,False,https://cdn.myanimelist.net/images/anime/2/86539.jpg,['Sci-Fi'],"['absurdity', 'android', 'anthropomorphic', 'anthropomorphism', 'cars', 'cgi', 'comedy', 'conspiracy', 'ecchi', 'ensemble cast', 'episodic', 'female protagonist', 'henshin', 'japanese production', 'magical girl', 'mecha', 'new', 'nudity', 'original work', 'pantsu', 'predominantly female cast', 'present', 'primarily female cast', 'primarily teen cast', 'robot', 'robots', 'sci fi', 'sci-fi', 'science fiction', 'science-fiction', 'short episodes', 'short story collection', 'speculative fiction', 'surreal comedy', 'transforming craft']"
5229,Cheating Craft,,TV,2016,5.33,12,https://myanimelist.net/anime/33771,False,https://cdn.myanimelist.net/images/anime/9/81891.jpg,"['Action', 'Comedy']","['action', 'action comedy', 'based on a novel', 'battle royale', 'comedy', 'half-length episodes', 'hero of strong character', 'high school', 'magic', 'martial arts', 'misleading beginning', 'mundane made awesome', 'novel', 'ojou-sama', 'parody', 'primarily teen cast', 'school', 'school life', 'short episodes', 'shounen', 'sino-japanese co-production', 'teacher', 'tropes', 'tsundere', 'university']"
5230,Saga of Tanya the Evil: The Movie,Youjo Senki Movie,MOVIE,2019,8.27,1,https://myanimelist.net/anime/37055,False,https://cdn.myanimelist.net/images/anime/1249/117182.jpg,"['Action', 'Fantasy']","['action', 'africa', 'air combat', 'air force', 'alternate history', 'alternative past', 'alternative world', 'anti-hero', 'based on a light novel', 'cgi', 'child soldier', 'contemporary fantasy', 'crime', 'dark fantasy', 'death', 'desert', 'disaster', 'drama', 'earth', 'europe', 'fantasy', 'female protagonist', 'fictional location', 'foreign', 'gender bender', 'gender bending', 'germany', 'gods', 'guns', 'heroine of strong character', 'historical', 'imperial stormtrooper marksmanship academy', 'important haircut', 'isekai', 'japanese production', 'kids in war', 'large-scale war', 'magic', 'magic circles', 'magic weapons', 'massacre', 'military', 'moscow', 'murder', 'nearly almighty protagonist', 'novel', 'parallel world', 'past', 'person in a strange world', 'place', 'politics', 'primarily adult cast', 'primarily male cast', 'propaganda', 'reincarnation', 'reluctant heroine', 'revenge', 'russia', 'season', 'sequel', 'speculative fiction', 'spring', 'thriller', 'time', 'tragedy', 'training', 'tropes', 'vandalism', 'violence', 'war', 'war-zone realities', 'wartime propaganda', 'world war i', 'world wars']"
5231,Cells at Work!!,Hataraku Saibou!!,TV,2021,7.47,8,https://myanimelist.net/anime/39586,True,https://cdn.myanimelist.net/images/anime/1726/114552.jpg,['Comedy'],"['action', 'adventure', 'anthropomorphic', 'anthropomorphism', 'based on a manga', 'biology', 'cgi', 'comedy', 'demons', 'educational', 'ensemble cast', 'episodic', 'female protagonist', 'gore', 'human anatomy', 'japanese production', 'male protagonist', 'manga', 'medical', 'medicine', 'non-human protagonists', 'primarily adult cast', 'sci-fi', 'science', 'science-fiction', 'sequel', 'shounen', 'slapstick', 'violence', 'work']"
5232,The Faraway Paladin,Saihate no Paladin,TV,2021,7.15,12,https://myanimelist.net/anime/48761,False,https://cdn.myanimelist.net/images/anime/1176/118382.jpg,"['Action', 'Adventure', 'Fantasy']","['action', 'adoption', 'adventure', 'afterlife', 'alcohol', 'alternative world', 'aristocracy', 'based on a light novel', 'bishounen', 'bloodless wounds', 'bright slap', 'calling your attacks', 'celestial being', 'cgi', 'chimera', 'comedy', 'coming of age', 'court politics', 'curse', 'defeat means friendship', 'deity', 'demon', 'demons', 'disaster', 'dragon', 'dragons', 'drama', 'dwarves', 'elf', 'elves', 'ensemble cast', 'epic fantasy', 'family life', 'fantasy', 'fictional location', 'fighting', 'found family', 'friendship', 'ghost', 'god is a girl', 'gods', 'good vs evil', 'heroic sacrifice', 'historical', 'isekai', 'japanese production', 'knights', 'lost civilization', 'magic', 'magic weapons', 'male protagonist', 'medieval', 'middle ages', 'monster', 'mystery', 'mythology', 'necromancy', 'novel', 'parenting', 'person in a strange world', 'philosophy', 'place', 'politics', 'post-apocalyptic', 'post-war', 'psychological', 'put right what once went wrong', 'reincarnation', 'religion', 'rural', 'saving the world', 'skeleton', 'sorcery', 'speculative fiction', 'spellcasting', 'spirits', 'struggle to survive', 'swordplay', 'swords & co', 'tragedy', 'training', 'travel', 'tropes', 'undead', 'violence']"
5233,That Time I Got Reincarnated as a Slime Season 2 Part 2,Tensei shitara Slime Datta Ken 2nd Season Part 2,TV,2021,8.43,12,https://myanimelist.net/anime/41487,True,https://cdn.myanimelist.net/images/anime/1033/118296.jpg,"['Action', 'Comedy', 'Fantasy']","['3d cg animation', 'action', 'adventure', 'afterlife', 'agender', 'alcohol', 'alternative world', 'anti-hero', 'based on a manga', 'calling your attacks', 'cgi', 'cheats', 'clone', 'collateral damage', 'comedy', 'countryside', 'defeat means friendship', 'demon', 'demons', 'dialogue driven', 'disaster', 'dragon', 'dragons', 'drastic change of life', 'ecchi', 'ending', 'engrish', 'ensemble cast', 'european stylised', 'extrasensory perception', 'fairy', 'fantasy', 'female harem', 'femboy', 'fictional location', 'friendship', 'funny expressions', 'gainax bounce', 'game elements', 'goblin', 'heart-warming', 'isekai', 'japanese production', 'just as planned', 'kingdom building', 'kingdom management', 'large breasts', 'lethal chef', 'magic', 'magic circles', 'magic weapons', 'male protagonist', 'management', 'medieval', 'modern knowledge', 'monster', 'monster boy', 'monster girl', 'monsters', 'narration', 'nearly almighty protagonist', 'ninja', 'novel', 'open-ended', 'person in a strange world', 'physical abuse', 'place', 'political', 'politics', 'reincarnation', 'revenge', 'running gag', 'sequel', 'shapeshifting', 'shounen', 'skimpy clothing', 'slapstick', 'slimes', 'small breasts', 'sociocultural evolution', 'speculative fiction', 'spellcasting', 'storytelling', 'summoning', 'super power', 'swordplay', 'swords & co', 'tropes', 'violence', 'visible aura', 'war', 'watercolour style']"
5234,Beastars 2nd Season,,TV,2021,7.91,12,https://myanimelist.net/anime/40935,True,https://cdn.myanimelist.net/images/anime/1097/109646.jpg,"['Drama', 'Suspense']","['acting', 'action', 'adoption', 'animal protagonist', 'animal protagonists', 'animal world', 'animals', 'anthropomorphic', 'anthropomorphism', 'based on a manga', 'beastman', 'boarding school', 'bullying', 'cannibalism', 'cg animation', 'cg-anime', 'cgi', 'character driven', 'class struggle', 'club', 'comedy', 'coming of age', 'crime', 'crossdressing', 'death', 'drama', 'ending', 'ensemble cast', 'fantasy', 'female protagonist', 'fictional location', 'full cgi', 'gore', 'guns', 'hero of strong character', 'heterosexual', 'high school', 'japanese production', 'love triangle', 'mafia', 'male protagonist', 'manga', 'martial arts', 'multi-anime projects', 'murder', 'mystery', 'netflix original', 'noir', 'non-human protagonists', 'nudity', 'open-ended', 'performance', 'philosophy', 'place', 'plus ultra', 'primarily animal cast', 'primarily teen cast', 'psychological', 'psychological drama', 'psychosexual', 'racism', 'revenge', 'rivalry', 'romance', 'school', 'school club', 'school clubs', 'school dormitory', 'school life', 'school rivalry', 'season', 'sequel', 'sexual content', 'shounen', 'slice of life', 'slice of life drama', 'social class issues', 'social commentary', 'stop motion', 'suspense', 'the arts', 'theater', 'time', 'tragedy', 'urban', 'violence', 'vore', 'winter', 'wolves']"
5235,Dr. Stone: New World,,TV,2023,8.28,11,https://myanimelist.net/anime/48549,True,https://cdn.myanimelist.net/images/anime/1316/136268.jpg,"['Adventure', 'Comedy', 'Sci-Fi']","['action', 'adventure', 'agriculture', 'aliens', 'amnesia', 'asexual', 'based on a manga', 'butler', 'cgi', 'chibi', 'civilization', 'comedy', 'conspiracy', 'crossdressing', 'disaster', 'discovery', 'drama', 'educational', 'ensemble cast', 'espionage', 'fantasy', 'food', 'found family', 'future', 'genius', 'hero of strong character', 'idealism', 'japanese production', 'lost civilization', 'male protagonist', 'manga', 'person in a strange world', 'plot continuity', 'post apocalypse', 'post-apocalyptic', 'prehistoric', 'primarily male cast', 'sci fi', 'sci-fi', 'science', 'science fiction', 'sequel', 'ships', 'shounen', 'spearplay', 'survival', 'swimming', 'technology', 'time travel', 'travel', 'war']"
5236,The Ancient Magus' Bride: The Boy from the West and the Knight of the Blue Storm,Mahoutsukai no Yome: Nishi no Shounen to Seiran no Kishi,OVA,2021,7.78,3,https://myanimelist.net/anime/48438,True,https://cdn.myanimelist.net/images/anime/1534/129413.jpg,"['Drama', 'Fantasy']","['adoption', 'adventure', 'amnesia', 'animals', 'based on a manga', 'contemporary fantasy', 'countryside', 'disability', 'drama', 'england', 'europe', 'fairy', 'fantasy', 'female protagonist', 'found family', 'hero of weak character', 'illness', 'japanese production', 'kuudere', 'magic', 'manga', 'monster', 'monster boy', 'mythology', 'older man, younger woman', 'present', 'romance', 'rural', 'sequel', 'shounen', 'slice of life', 'speculative fiction', 'stoic hero', 'stoic heroine', 'supernatural', 'supernatural drama', 'united kingdom', 'urban fantasy']"
5237,World's End Harem,Shuumatsu no Harem,TV,2022,6.1,11,https://myanimelist.net/anime/41946,False,https://cdn.myanimelist.net/images/anime/1491/117296.jpg,"['Sci-Fi', 'Erotica']","['3d cg animation', 'adult audience only', 'alcohol', 'alternative world', 'angst', 'apocalyptic fiction', 'asia', 'based on a manga', 'betrayal', 'borderline h', 'borderline porn', 'brainwashing', 'bullying', 'cgi', 'coming of age', 'conspiracy', 'crime', 'detailed landscapes', 'detective', 'dialogue driven', 'disaster', 'drama', 'drastic change of life', 'dystopia', 'earth', 'ecchi', 'ending', 'epidemic', 'erotica', 'eroticism', 'explicit sex', 'future', 'gainax bounce', 'harem', 'hospital', 'human experimentation', 'japan', 'japanese production', 'jealousy', 'lingerie', 'male protagonist', 'manga', 'mature themes', 'money', 'nudity', 'nurse office', 'open-ended', 'pandemic', 'pantsu', 'physical abuse', 'place', 'post-apocalyptic', 'poverty', 'reluctant hero', 'revenge', 'romance', 'romantic drama', 'rotten world', 'saving the world', 'sci fi', 'sci-fi', 'science fiction', 'science-fiction', 'secret organisation', 'sex', 'shounen', 'skimpy clothing', 'slide show animation', 'social commentary', 'sociocultural evolution', 'speculative fiction', 'stereotypes', 'storytelling', 'sudden naked girl appearance', 'terrorism', 'time', 'time skip', 'tragedy', 'tv censoring', 'violence']"
5238,Dr. Stone: Ryusui,Dr. Stone: Ryuusui,SPECIAL,2022,8.27,1,https://myanimelist.net/anime/50612,True,https://cdn.myanimelist.net/images/anime/1071/124921.jpg,"['Adventure', 'Comedy', 'Sci-Fi']","['action', 'adventure', 'asia', 'astronomy', 'aviation', 'based on a manga', 'cgi', 'comedy', 'cosplay', 'disaster', 'earth', 'economics', 'educational', 'environmental', 'environmentalism', 'episodic', 'facial distortion', 'friendship', 'funny expressions', 'genius', 'hard science fiction', 'hero of strong character', 'japan', 'japanese production', 'lost civilization', 'lost technology', 'male protagonist', 'man vs nature', 'manga', 'mundane made awesome', 'outdoor activities', 'person from the past', 'place', 'plot continuity', 'post-apocalyptic', 'prehistoric', 'primarily teen cast', 'put right what once went wrong', 'reintroducing technology', 'sci fi', 'sci-fi', 'science', 'science fiction', 'science-fiction', 'sequel', 'ships', 'shounen', 'slapstick', 'social class issues', 'social commentary', 'speculative fiction', 'surreal comedy', 'survival', 'time travel', 'travel', 'tropes', 'weekly shounen jump']"
5239,The Strongest Sage with the Weakest Crest,Shikkakumon no Saikyou Kenja,TV,2022,6.55,12,https://myanimelist.net/anime/47161,False,https://cdn.myanimelist.net/images/anime/1132/120388.jpg,"['Action', 'Adventure', 'Fantasy']","['action', 'adventure', 'alternative world', 'based on a light novel', 'bloodless wounds', 'boarding school', 'cheats', 'collateral damage', 'comedy', 'conspiracy', 'demon', 'demons', 'dragon', 'dragons', 'dungeon', 'facial distortion', 'fantasy', 'fantasy world', 'female harem', 'fictional location', 'funny expressions', 'harem', 'hero of strong character', 'heterosexual', 'isekai', 'japanese production', 'just as planned', 'lost civilization', 'magic', 'magic circles', 'magic school', 'magic weapons', 'male protagonist', 'medieval european aesthetic', 'mutilation', 'nearly almighty protagonist', 'novel', 'parody', 'person from the past', 'person in a strange world', 'place', 'primarily teen cast', 'reincarnation', 'reintroducing technology', 'rivalry', 'romance', 'school', 'school life', 'school rivalry', 'shounen', 'slapstick', 'slice of life', 'speculative fiction', 'spellcasting', 'storytelling', 'swordplay', 'swords & co', 'talking is a free action', 'time travel', 'tropes', 'violence']"
5240,Mob Psycho 100 III,,TV,2022,8.56,12,https://myanimelist.net/anime/50172,True,https://cdn.myanimelist.net/images/anime/1228/125011.jpg,"['Action', 'Comedy', 'Supernatural']","['action', 'action comedy', 'aliens', 'based on a manga', 'comedy', 'coming of age', 'confession', 'cult', 'demon', 'demons', 'dissociative identities', 'drama', 'exorcists', 'ghost', 'hero of weak character', 'japanese production', 'male protagonist', 'manga', 'parody', 'philosophy', 'plot continuity', 'present', 'primarily male cast', 'primarily teen cast', 'psi-powers', 'psychic powers', 'psychological', 'psychological drama', 'rural', 'satire', 'school', 'school club', 'school life', 'sequel', 'shounen', 'slapstick', 'slice of life', 'super power', 'supernatural', 'superpowers', 'surreal comedy', 'tragedy', 'unrequited love', 'urban', 'urban fantasy']"
5241,To Your Eternity Season 2,Fumetsu no Anata e Season 2,TV,2022,8.17,20,https://myanimelist.net/anime/49709,True,https://cdn.myanimelist.net/images/anime/1271/127700.jpg,"['Adventure', 'Drama', 'Supernatural']","['action', 'adventure', 'agender', 'angst', 'animal transformation', 'animals', 'based on a manga', 'body horror', ""boys' love"", 'corrupt church', 'crossdressing', 'cult', 'domestic abuse', 'drama', 'ensemble cast', 'fantasy', 'feudal warfare', 'found family', 'gender bending', 'ghost', 'gore', 'historical', 'immortality', 'indigenous cultures', 'japanese production', 'long time span', 'manga', 'mature themes', 'medieval', 'melancholy', 'military', 'non-human protagonists', 'philosophy', 'physical abuse', 'psychological', 'religion', 'sequel', 'shapeshifting', 'shounen', 'speculative fiction', 'struggle to survive', 'suicide', 'supernatural', 'survival', 'thriller', 'time skip', 'tragedy', 'undead', 'violence', 'war', 'yandere', 'zombie']"
5242,One Piece Film: Red,,MOVIE,2022,7.91,1,https://myanimelist.net/anime/50410,False,https://cdn.myanimelist.net/images/anime/1668/125323.jpg,"['Action', 'Adventure', 'Award Winning', 'Comedy', 'Drama', 'Fantasy']","['action', 'adventure', 'alternate universe', 'alternative world', 'augmented reality', 'award winning', 'based on a manga', 'beastman', 'bionic powers', 'calling your attacks', 'cgi', 'comedy', 'crime', 'cyborg', 'death', 'disaster', 'drama', 'ensemble cast', 'fall of a country', 'family life', 'fantasy', 'fighting-shounen', 'friendship', 'hero of strong character', 'idol', 'idols (female)', 'japanese production', 'martial arts', 'military', 'music', 'musical theater', 'navy', 'parental abandonment', 'pirate', 'pirates', 'ships', 'shounen', 'skeleton', 'solo singer', 'suicide', 'super power', 'swords & co', 'teamwork', 'the arts', 'tragedy', 'utopia']"
5243,Shinobi no Ittoki,,TV,2022,6.27,12,https://myanimelist.net/anime/51098,False,https://cdn.myanimelist.net/images/anime/1476/125643.jpg,['Action'],"['action', 'asia', 'bullying', 'coming of age', 'conspiracy', 'contemporary fantasy', 'earth', 'espionage', 'fantasy', 'japan', 'japanese production', 'male protagonist', 'martial arts', 'middle school', 'new', 'ninja', 'original work', 'parkour', 'place', 'present', 'primarily adult cast', 'primarily teen cast', 'prison', 'reluctant hero', 'revenge', 'school', 'sci-fi', 'speculative fiction', 'stoic heroine', 'time skip', 'tragedy', 'urban', 'violence', 'war']"
5244,Sing a Bit of Harmony,Ai no Utagoe wo Kikasete,MOVIE,2021,7.84,1,https://myanimelist.net/anime/42847,False,https://cdn.myanimelist.net/images/anime/1535/116583.jpg,"['Drama', 'Sci-Fi']","['android', 'androids', 'artificial intelligence', ""asimov's three laws of robotics"", 'character driven', 'comedy', 'dialogue driven', 'do androids dream of electric sheep?', 'drama', 'ending', 'ensemble cast', 'female protagonist', 'fugitive', 'funimation co-production', 'happy ending', 'heterosexual', 'high school', 'japanese production', 'judo', 'male protagonist', 'mecha', 'motorcycles', 'music', 'musical', 'musical theater', 'new', 'original work', 'present', 'primarily teen cast', 'robot', 'robot helper', 'robots', 'robots & android', 'romance', 'school', 'school life', 'sci fi', 'sci-fi', 'science fiction', 'science-fiction', 'slice of life', 'speculative fiction', 'storytelling', 'strong female lead', 'the arts', 'unrequited love']"
5245,Re-Main,,TV,2021,7.2,12,https://myanimelist.net/anime/48406,False,https://cdn.myanimelist.net/images/anime/1838/114857.jpg,['Sports'],"['amnesia', 'anti-hero', 'asia', 'coming of age', 'competition', 'cute boys doing cute things', 'drama', 'earth', 'ensemble cast', 'family life', 'friendship', 'ganbatte', 'high school', 'japan', 'japanese production', 'male protagonist', 'new', 'original work', 'place', 'predominantly male cast', 'present', 'primarily male cast', 'primarily teen cast', 'rivalry', 'school', 'school club', 'school clubs', 'school life', 'sibling rivalry', 'slice of life', 'sports', 'suicide', 'swimming', 'tanned skin', 'team sport', 'team sports', 'tournament', 'tragedy', 'training', 'water polo', 'water sports']"
5246,Orient,,TV,2022,6.62,12,https://myanimelist.net/anime/45560,False,https://cdn.myanimelist.net/images/anime/1576/119361.jpg,"['Action', 'Adventure', 'Fantasy']","['action', 'adventure', 'agriculture', 'alien', 'aliens living on earth', 'alternative past', 'based on a manga', 'character driven', 'childhood friends', 'childhood promise', 'comedy', 'corrupt nobility', 'crunchyroll co-production', 'demon', 'demons', 'disaster', 'domestic abuse', 'eating of humans', 'emotional abuse', 'fantasy', 'feudal japan', 'fighting-shounen', 'friendship', 'gods', 'gore', 'historical', 'horror', 'japanese production', 'kaiju', 'magic', 'male protagonist', 'manga', 'ninja', 'nudity', 'old asia', 'orphans', 'past', 'physical abuse', 'post-apocalyptic', 'promise', 'propaganda', 'rotten world', 'samurai', 'sci-fi', 'sengoku period', 'shounen', 'slapstick', 'slavery', 'speculative fiction', 'storytelling', 'supernatural', 'survival', 'swordplay', 'talking is a free action', 'time', 'violence']"
5247,Orient: Awajishima Gekitou-hen,,TV,2022,7.24,12,https://myanimelist.net/anime/51368,True,https://cdn.myanimelist.net/images/anime/1085/124639.jpg,"['Action', 'Adventure', 'Fantasy']","['action', 'adventure', 'based on a manga', 'childhood friends', 'childhood promise', 'comedy', 'crunchyroll co-production', 'demon', 'demons', 'fantasy', 'feudal japan', 'fighting-shounen', 'historical', 'japanese production', 'magic', 'male protagonist', 'old asia', 'orphans', 'samurai', 'sequel', 'shounen', 'supernatural', 'swordplay', 'swords & co']"
5248,The Ancient Magus' Bride Season 2,Mahoutsukai no Yome Season 2,TV,2023,8,12,https://myanimelist.net/anime/52955,True,https://cdn.myanimelist.net/images/anime/1532/135155.jpg,"['Drama', 'Fantasy', 'Romance']","['adoption', 'adventure', 'age gap', 'animals', 'apprenticeship', 'based on a manga', 'cgi', 'chibi', 'college', 'contemporary fantasy', 'disability', 'drama', 'england', 'europe', 'explicit violence', 'fairy', 'fantasy', 'female protagonist', 'foreign', 'heterosexual', 'interspecies relationship', 'japanese production', 'kuudere', 'magic', 'magic school', 'manga', 'marriage', 'monster', 'monster boy', 'monster girl', 'mythology', 'non-human protagonists', 'older man, younger woman', 'orphan', 'orphans', 'outdoor activities', 'physical abuse', 'pov', 'present', 'romance', 'rural', 'school', 'sequel', 'shapeshifting', 'shounen', 'skeleton', 'slice of life', 'stoic hero', 'stoic heroine', 'supernatural', 'supernatural drama', 'teacher', 'time manipulation', 'tomboy', 'tragedy', 'urban fantasy', 'werewolf']"
5249,That Time I Got Reincarnated as a Slime: The Movie - Scarlet Bond,Tensei shitara Slime Datta Ken Movie: Guren no Kizuna-hen,MOVIE,2022,8.14,1,https://myanimelist.net/anime/49877,False,https://cdn.myanimelist.net/images/anime/1745/128238.jpg,"['Action', 'Comedy', 'Fantasy']","['action', 'adventure', 'afterlife', 'agender', 'alternative world', 'based on a manga', 'collateral damage', 'comedy', 'countryside', 'curse', 'demon', 'demons', 'dragon', 'ecchi', 'ending', 'european stylised', 'fairy', 'fantasy', 'female harem', 'fictional location', 'funny expressions', 'gainax bounce', 'game elements', 'goblin', 'isekai', 'japanese production', 'kingdom building', 'kingdom management', 'large breasts', 'lethal chef', 'magic', 'male protagonist', 'medieval', 'monster', 'monster boy', 'monster girl', 'monsters', 'nearly almighty protagonist', 'novel', 'open-ended', 'past', 'person in a strange world', 'philosophy', 'place', 'plot continuity', 'political', 'politics', 'reincarnation', 'romance', 'running gag', 'sequel', 'shapeshifting', 'shounen', 'slapstick', 'slimes', 'speculative fiction', 'swordplay', 'swords & co', 'time', 'tragedy', 'tropes', 'violence', 'visible aura']"
5250,Holmes of Kyoto,Kyoto Teramachi Sanjou no Holmes,TV,2018,6.84,12,https://myanimelist.net/anime/37458,False,https://cdn.myanimelist.net/images/anime/1304/92930.jpg,"['Drama', 'Mystery']","['3d cg animation', 'action', 'antique shop', 'asia', 'based on a novel', 'battle of wits', 'betrayal', 'bishounen', 'buddhism', 'bullying', 'cgi', 'comedy', 'coming of age', 'contraband', 'crime', 'crime fiction', 'crunchyroll co-production', 'daily life', 'defeat means friendship', 'detailed landscapes', 'detective', 'dialogue driven', 'drama', 'earth', 'educational', 'ending', 'fate', 'female protagonist', 'funny expressions', 'genius', 'hanami', 'heart-warming', 'heterosexual', 'high school', 'historical', 'japan', 'japanese production', 'kyoto', 'mafia', 'martial arts', 'mystery', 'narration', 'ninja', 'novel', 'older man, younger woman', 'open-ended', 'place', 'plot continuity', 'present', 'primarily adult cast', 'real-world location', 'rehabilitation', 'religion', 'reluctant hero', 'rivalry', 'romance', 'romantic subtext', 'school life', 'season', 'sherlock holmes', 'shintoism', 'slapstick', 'slice of life', 'slow when it comes to love', 'spring', 'storytelling', 'strong male lead', 'summer', 'super deformed', 'tales', 'teacher', 'thievery', 'time', 'tragedy', 'tropes', 'violence', 'visible aura', 'winter', 'wordplay', 'work', 'working life', 'workplace']"
5251,My Home Hero,,TV,2023,7.15,12,https://myanimelist.net/anime/52092,False,https://cdn.myanimelist.net/images/anime/1525/132959.jpg,"['Drama', 'Suspense']","['action', 'adult cast', 'anti-hero', 'based on a manga', 'cgi', 'crime', 'criminal organization', 'crunchyroll co-production', 'denpa', 'drama', 'family life', 'fugitive', 'gangs', 'japanese production', 'mafia', 'male protagonist', 'manga', 'marriage', 'mystery', 'organized crime', 'predominantly adult cast', 'present', 'primarily adult cast', 'psychological', 'psychological drama', 'salaryman', 'seinen', 'suicide', 'suspense', 'thriller', 'torture', 'tragedy', 'urban', 'violence', 'yakuza']"
5252,Dr. Stone: New World Part 2,,TV,2023,8.4,11,https://myanimelist.net/anime/55644,True,https://cdn.myanimelist.net/images/anime/1236/138696.jpg,"['Adventure', 'Comedy', 'Sci-Fi']","['action', 'adventure', 'amnesia', 'asexual', 'based on a manga', 'bisexual', 'cgi', 'civilization', 'comedy', 'conspiracy', 'crossdressing', 'disaster', 'discovery', 'drama', 'educational', 'ensemble cast', 'espionage', 'fantasy', 'femboy', 'future', 'genius', 'guns', 'hero of strong character', 'idealism', 'japanese production', 'male protagonist', 'manga', 'person in a strange world', 'post apocalypse', 'post-apocalyptic', 'prehistoric', 'primarily adult cast', 'primarily male cast', 'sci fi', 'sci-fi', 'science', 'science fiction', 'scuba diving', 'sequel', 'ships', 'shounen', 'spearplay', 'survival', 'technology', 'tragedy', 'travel', 'violence', 'war']"
